"","age_of_exp","property_type","room_type","accommodates","price","min_cost_per_night","host_response_time","host_response_rate","review_scores_cleanliness","review_scores_value","total_revenue_clean","log_total_revenue","rev_per_2_guest_clean","log_price","log_review_scores_value","log_age_of_exp","sqrt_age_of_exp","log_review_scores_rating","log_accommodates","sqrt_accommodates","log_host_response_rate"
"3541",3.77,"Apartment","Entire home/apt",2,125,"$500","within a few hours",1,10,9,2000,7.60140233458373,125,4.83628190695148,2.30258509299405,1.56234630490025,1.94164878389476,4.55387689160054,1.09861228866811,1.4142135623731,0.693147180559945
"3542",3.77,"Apartment","Entire home/apt",4,120,"$240","within a day",1,9,9,3360,8.11999382772511,120,4.79579054559674,2.30258509299405,1.56234630490025,1.94164878389476,4.61512051684126,1.6094379124341,2,0.693147180559945
"3543",3.77,"Boat","Entire home/apt",4,120,"$240","within an hour",1,10,9,9600,9.16962253869762,120,4.79579054559674,2.30258509299405,1.56234630490025,1.94164878389476,4.60517018598809,1.6094379124341,2,0.693147180559945
"3544",3.77,"Apartment","Entire home/apt",3,95,"$285","within an hour",1,10,9,12540,9.43675855582405,95,4.56434819146784,2.30258509299405,1.56234630490025,1.94164878389476,4.56434819146784,1.38629436111989,1.73205080756888,0.693147180559945
"3545",3.77,"Apartment","Entire home/apt",2,99,"$297","within a day",0.6,10,10,594,6.38856140554563,99,4.60517018598809,2.39789527279837,1.56234630490025,1.94164878389476,4.61512051684126,1.09861228866811,1.4142135623731,0.470003629245736
"3546",3.77,"Apartment","Entire home/apt",3,109,"$218","within a few hours",1,9,10,4796,8.47574600150206,109,4.70048036579242,2.39789527279837,1.56234630490025,1.94164878389476,4.57471097850338,1.38629436111989,1.73205080756888,0.693147180559945
"3547",3.77,"Boat","Entire home/apt",2,90,"$180","within an hour",1,10,9,23760,10.075800860133,90,4.51085950651685,2.30258509299405,1.56234630490025,1.94164878389476,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"3548",3.77,"Bed & Breakfast","Private room",2,73,"$73","within a day",0.85,9,9,10366,9.24638296332311,73,4.30406509320417,2.30258509299405,1.56234630490025,1.94164878389476,4.55387689160054,1.09861228866811,1.4142135623731,0.615185639090233
"3549",3.77,"Apartment","Entire home/apt",4,89,"$178","within a few hours",1,10,9,3560,8.17779668327778,89,4.49980967033027,2.30258509299405,1.56234630490025,1.94164878389476,4.54329478227,1.6094379124341,2,0.693147180559945
"3550",3.77,"Apartment","Entire home/apt",2,70,"$210","within a day",1,10,10,2520,7.83241092718792,70,4.26267987704132,2.39789527279837,1.56234630490025,1.94164878389476,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3551",3.77,"Apartment","Entire home/apt",5,225,"$225","within a few hours",1,9,10,900,6.80350525760834,225,5.42053499927229,2.39789527279837,1.56234630490025,1.94164878389476,4.58496747867057,1.79175946922805,2.23606797749979,0.693147180559945
"3552",3.77,"Bed & Breakfast","Private room",3,119,"$119","within a few hours",0.88,10,10,238,5.47646355193151,119,4.78749174278205,2.39789527279837,1.56234630490025,1.94164878389476,4.61512051684126,1.38629436111989,1.73205080756888,0.631271776841858
"3553",3.76,"Apartment","Entire home/apt",2,69,"$207","within a day",0.7,9,9,4968,8.51097389160232,69,4.24849524204936,2.30258509299405,1.56024766824333,1.93907194296653,4.53259949315326,1.09861228866811,1.4142135623731,0.53062825106217
"3554",3.76,"Apartment","Entire home/apt",4,200,"$400","within a day",0.5,8,6,800,6.68586094706836,200,5.30330490805908,1.94591014905531,1.56024766824333,1.93907194296653,4.11087386417331,1.6094379124341,2,0.405465108108164
"3555",3.76,"Apartment","Entire home/apt",4,85,"$595","within a day",0.5,10,6,1190,7.0825485693553,85,4.45434729625351,1.94591014905531,1.56024766824333,1.93907194296653,4.39444915467244,1.6094379124341,2,0.405465108108164
"3556",3.76,"Apartment","Entire home/apt",2,90,"$630","within a day",0.5,8,6,1260,7.13966033596492,90,4.51085950651685,1.94591014905531,1.56024766824333,1.93907194296653,4.24849524204936,1.09861228866811,1.4142135623731,0.405465108108164
"3557",3.76,"Apartment","Entire home/apt",2,100,"$300","within a few hours",0.8,10,9,10800,9.28739400141847,100,4.61512051684126,2.30258509299405,1.56024766824333,1.93907194296653,4.59511985013459,1.09861228866811,1.4142135623731,0.587786664902119
"3558",3.76,"Boat","Entire home/apt",4,249,"$996","within a few hours",1,10,10,9960,9.20643274714516,249,5.52146091786225,2.39789527279837,1.56024766824333,1.93907194296653,4.61512051684126,1.6094379124341,2,0.693147180559945
"3559",3.76,"Apartment","Entire home/apt",4,95,"$95","within a day",0.71,10,10,1710,7.44483327389219,95,4.56434819146784,2.39789527279837,1.56024766824333,1.93907194296653,4.61512051684126,1.6094379124341,2,0.536493370514568
"3560",3.76,"Apartment","Entire home/apt",2,120,"$290","within a day",0.59,10,10,1740,7.46221493976819,145,4.79579054559674,2.39789527279837,1.56024766824333,1.93907194296653,4.61512051684126,1.09861228866811,1.4142135623731,0.46373401623214
"3561",3.76,"Apartment","Entire home/apt",4,110,"$140","within a day",1,10,9,3920,8.27410200229233,140,4.70953020131233,2.30258509299405,1.56024766824333,1.93907194296653,4.61512051684126,1.6094379124341,2,0.693147180559945
"3562",3.76,"Apartment","Entire home/apt",4,85,"$85","a few days or more",0.46,7,9,2890,7.96935774201635,85,4.45434729625351,2.30258509299405,1.56024766824333,1.93907194296653,4.48863636973214,1.6094379124341,2,0.378436435720245
"3563",3.76,"Apartment","Entire home/apt",4,170,"$170","within a few hours",0.95,8,9,13260,9.4925826756776,170,5.14166355650266,2.30258509299405,1.56024766824333,1.93907194296653,4.48863636973214,1.6094379124341,2,0.667829372575655
"3564",3.76,"Apartment","Entire home/apt",1,75,"$225","within a few hours",1,10,9,19800,9.8934877204578,75,4.33073334028633,2.30258509299405,1.56024766824333,1.93907194296653,4.58496747867057,0.693147180559945,1,0.693147180559945
"3565",3.76,"Apartment","Entire home/apt",2,75,"$150","within an hour",0.9,10,10,1200,7.09090982207998,75,4.33073334028633,2.39789527279837,1.56024766824333,1.93907194296653,4.51085950651685,1.09861228866811,1.4142135623731,0.641853886172395
"3566",3.76,"Apartment","Entire home/apt",2,99,"$327","within a day",0.92,9,9,8502,9.04817432138579,109,4.60517018598809,2.30258509299405,1.56024766824333,1.93907194296653,4.58496747867057,1.09861228866811,1.4142135623731,0.65232518603969
"3567",3.76,"Apartment","Entire home/apt",4,105,"$210","a few days or more",0.34,10,9,5460,8.60538720215215,105,4.66343909411207,2.30258509299405,1.56024766824333,1.93907194296653,4.58496747867057,1.6094379124341,2,0.29266961396282
"3568",3.75,"Apartment","Entire home/apt",2,70,"$140","within a few hours",1,8,9,5880,8.67948209445996,70,4.26267987704132,2.30258509299405,1.55814461804655,1.93649167310371,4.53259949315326,1.09861228866811,1.4142135623731,0.693147180559945
"3569",3.75,"Apartment","Entire home/apt",2,175,"$350","within an hour",1,10,10,1400,7.24494154633701,175,5.17048399503815,2.39789527279837,1.55814461804655,1.93649167310371,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3570",3.75,"Apartment","Entire home/apt",2,125,"$625","within a day",0.67,10,10,1250,7.13169851046691,125,4.83628190695148,2.39789527279837,1.55814461804655,1.93649167310371,4.61512051684126,1.09861228866811,1.4142135623731,0.512823626428664
"3571",3.75,"Apartment","Private room",2,65,"$130","within a few hours",1,10,10,260,5.56452040732269,65,4.18965474202643,2.39789527279837,1.55814461804655,1.93649167310371,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"3572",3.75,"Apartment","Entire home/apt",4,80,"$210","within a day",0.7,10,9,7140,8.87360810154911,105,4.39444915467244,2.30258509299405,1.55814461804655,1.93649167310371,4.57471097850338,1.6094379124341,2,0.53062825106217
"3573",3.75,"Apartment","Private room",3,79,"$79","within an hour",1,10,9,1264,7.14282740116162,79,4.38202663467388,2.30258509299405,1.55814461804655,1.93649167310371,4.51085950651685,1.38629436111989,1.73205080756888,0.693147180559945
"3574",3.75,"Apartment","Entire home/apt",2,179,"$358","within an hour",0.98,9,9,2148,7.67275789664251,179,5.19295685089021,2.30258509299405,1.55814461804655,1.93649167310371,4.61512051684126,1.09861228866811,1.4142135623731,0.683096844706444
"3575",3.75,"Boat","Entire home/apt",4,225,"$450","within an hour",1,9,9,3600,8.18896686364888,225,5.42053499927229,2.30258509299405,1.55814461804655,1.93649167310371,4.56434819146784,1.6094379124341,2,0.693147180559945
"3576",3.75,"Boat","Private room",2,115,"$115","within an hour",1,10,10,920,6.82546003625531,115,4.75359019110636,2.39789527279837,1.55814461804655,1.93649167310371,4.56434819146784,1.09861228866811,1.4142135623731,0.693147180559945
"3577",3.75,"Apartment","Entire home/apt",4,86,"$172","within an hour",1,10,8,3440,8.14351740579748,86,4.46590811865458,2.19722457733622,1.55814461804655,1.93649167310371,4.55387689160054,1.6094379124341,2,0.693147180559945
"3578",3.75,"Apartment","Entire home/apt",4,120,"$360","within a day",0.96,9,8,12240,9.41254625207551,120,4.79579054559674,2.19722457733622,1.55814461804655,1.93649167310371,4.44265125649032,1.6094379124341,2,0.672944473242426
"3579",3.75,"House","Entire home/apt",5,190,"$380","within an hour",1,10,9,6080,8.71292443512011,190,5.25227342804663,2.30258509299405,1.55814461804655,1.93649167310371,4.56434819146784,1.79175946922805,2.23606797749979,0.693147180559945
"3580",3.75,"Apartment","Entire home/apt",3,80,"$160","within an hour",1,10,9,3840,8.2534880283459,80,4.39444915467244,2.30258509299405,1.55814461804655,1.93649167310371,4.56434819146784,1.38629436111989,1.73205080756888,0.693147180559945
"3581",3.75,"Apartment","Entire home/apt",2,75,"$150","within an hour",1,10,9,6300,8.74846362994206,75,4.33073334028633,2.30258509299405,1.55814461804655,1.93649167310371,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"3582",3.74,"Apartment","Entire home/apt",4,199,"$398","within a day",1,10,9,4776,8.47156801338996,199,5.29831736654804,2.30258509299405,1.55603713570699,1.93390796058137,4.61512051684126,1.6094379124341,2,0.693147180559945
"3583",3.74,"Apartment","Entire home/apt",2,80,"$320","within an hour",1,9,10,2560,7.84815308619953,80,4.39444915467244,2.39789527279837,1.55603713570699,1.93390796058137,4.56434819146784,1.09861228866811,1.4142135623731,0.693147180559945
"3584",3.74,"Apartment","Entire home/apt",3,65,"$65","within a few hours",0.97,9,9,8580,9.05730573580712,65,4.18965474202643,2.30258509299405,1.55603713570699,1.93390796058137,4.55387689160054,1.38629436111989,1.73205080756888,0.678033542749897
"3585",3.74,"Apartment","Entire home/apt",2,89,"$89","within a day",0.5,10,9,356,5.87773578177964,89,4.49980967033027,2.30258509299405,1.55603713570699,1.93390796058137,4.51085950651685,1.09861228866811,1.4142135623731,0.405465108108164
"3586",3.74,"Apartment","Entire home/apt",2,135,"$135","within an hour",1,10,10,1350,7.2086003379602,135,4.91265488573605,2.39789527279837,1.55603713570699,1.93390796058137,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"3587",3.74,"Apartment","Entire home/apt",2,150,"$300","within an hour",1,9,10,5400,8.59433940059289,150,5.01727983681492,2.39789527279837,1.55603713570699,1.93390796058137,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3588",3.74,"Apartment","Entire home/apt",4,160,"$320","within a few hours",1,10,9,1280,7.15539630189673,160,5.08140436498446,2.30258509299405,1.55603713570699,1.93390796058137,4.61512051684126,1.6094379124341,2,0.693147180559945
"3589",3.74,"Apartment","Entire home/apt",2,65,"$65","within a few hours",1,10,9,3250,8.08671792030391,65,4.18965474202643,2.30258509299405,1.55603713570699,1.93390796058137,4.51085950651685,1.09861228866811,1.4142135623731,0.693147180559945
"3590",3.74,"Apartment","Entire home/apt",5,88,"$176","within an hour",1,8,9,2464,7.80994708647679,88,4.48863636973214,2.30258509299405,1.55603713570699,1.93390796058137,4.52178857704904,1.79175946922805,2.23606797749979,0.693147180559945
"3591",3.74,"Apartment","Private room",2,60,"$60","within an hour",1,9,10,480,6.17586727010576,60,4.11087386417331,2.39789527279837,1.55603713570699,1.93390796058137,4.56434819146784,1.09861228866811,1.4142135623731,0.693147180559945
"3592",3.74,"Other","Private room",1,40,"$40","within an hour",1,10,10,80,4.39444915467244,40,3.71357206670431,2.39789527279837,1.55603713570699,1.93390796058137,4.61512051684126,0.693147180559945,1,0.693147180559945
"3593",3.74,"Other","Private room",2,110,"$110","within an hour",1,8,9,24420,10.1031986968672,110,4.70953020131233,2.30258509299405,1.55603713570699,1.93390796058137,4.53259949315326,1.09861228866811,1.4142135623731,0.693147180559945
"3594",3.73,"Apartment","Entire home/apt",2,65,"$65","within a few hours",0.96,9,9,8970,9.10175243155928,65,4.18965474202643,2.30258509299405,1.55392520250384,1.9313207915828,4.51085950651685,1.09861228866811,1.4142135623731,0.672944473242426
"3595",3.73,"House","Private room",2,79,"$237","within an hour",1,10,10,474,6.16331480403464,79,4.38202663467388,2.39789527279837,1.55392520250384,1.9313207915828,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3596",3.73,"House","Private room",2,79,"$237","within an hour",1,10,10,1896,7.54802896993501,79,4.38202663467388,2.39789527279837,1.55392520250384,1.9313207915828,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3597",3.73,"Apartment","Entire home/apt",4,90,"$270","within a day",0.65,8,8,6480,8.77663009842772,90,4.51085950651685,2.19722457733622,1.55392520250384,1.9313207915828,4.35670882668959,1.6094379124341,2,0.500775287912489
"3598",3.73,"Apartment","Entire home/apt",2,75,"$150","within a few hours",1,10,6,300,5.70711026474888,75,4.33073334028633,1.94591014905531,1.55392520250384,1.9313207915828,4.39444915467244,1.09861228866811,1.4142135623731,0.693147180559945
"3599",3.73,"Apartment","Entire home/apt",4,149,"$596","within a day",1,10,10,3576,8.18227973925902,149,5.01063529409626,2.39789527279837,1.55392520250384,1.9313207915828,4.61512051684126,1.6094379124341,2,0.693147180559945
"3600",3.73,"Apartment","Entire home/apt",2,99,"$198","within a day",1,10,10,12672,9.44722902508206,99,4.60517018598809,2.39789527279837,1.55392520250384,1.9313207915828,4.60517018598809,1.09861228866811,1.4142135623731,0.693147180559945
"3601",3.73,"Apartment","Private room",2,50,"$150","within a few hours",1,10,10,600,6.39859493453521,50,3.93182563272433,2.39789527279837,1.55392520250384,1.9313207915828,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3602",3.73,"Apartment","Private room",2,50,"$100","within a few hours",1,9,9,3800,8.24301946898925,50,3.93182563272433,2.30258509299405,1.55392520250384,1.9313207915828,4.53259949315326,1.09861228866811,1.4142135623731,0.693147180559945
"3603",3.73,"Apartment","Private room",2,100,"$200","within a few hours",0.92,9,10,800,6.68586094706836,100,4.61512051684126,2.39789527279837,1.55392520250384,1.9313207915828,4.51085950651685,1.09861228866811,1.4142135623731,0.65232518603969
"3604",3.73,"Apartment","Private room",2,70,"$200","a few days or more",0.45,10,10,800,6.68586094706836,100,4.26267987704132,2.39789527279837,1.55392520250384,1.9313207915828,4.61512051684126,1.09861228866811,1.4142135623731,0.371563556432483
"3605",3.73,"Apartment","Entire home/apt",4,225,"$675","within a day",0.83,10,9,6750,8.81744592104187,225,5.42053499927229,2.30258509299405,1.55392520250384,1.9313207915828,4.57471097850338,1.6094379124341,2,0.60431596685333
"3606",3.73,"Apartment","Entire home/apt",4,100,"$300","within a few hours",1,9,9,10200,9.23024103368252,100,4.61512051684126,2.30258509299405,1.55392520250384,1.9313207915828,4.57471097850338,1.6094379124341,2,0.693147180559945
"3607",3.73,"Apartment","Entire home/apt",2,135,"$270","within a day",0.9,10,10,1080,6.98564181763921,135,4.91265488573605,2.39789527279837,1.55392520250384,1.9313207915828,4.61512051684126,1.09861228866811,1.4142135623731,0.641853886172395
"3608",3.73,"Apartment","Private room",2,65,"$65","within an hour",1,10,8,1040,6.94793706861497,65,4.18965474202643,2.19722457733622,1.55392520250384,1.9313207915828,4.49980967033027,1.09861228866811,1.4142135623731,0.693147180559945
"3609",3.73,"Apartment","Entire home/apt",2,83,"$166","within a day",0.8,10,10,1992,7.59739632021279,83,4.43081679884331,2.39789527279837,1.55392520250384,1.9313207915828,4.58496747867057,1.09861228866811,1.4142135623731,0.587786664902119
"3610",3.73,"Apartment","Entire home/apt",3,60,"$240","within a day",1,10,8,480,6.17586727010576,60,4.11087386417331,2.19722457733622,1.55392520250384,1.9313207915828,4.55387689160054,1.38629436111989,1.73205080756888,0.693147180559945
"3611",3.73,"Apartment","Entire home/apt",2,95,"$190","within a day",0.67,7,8,760,6.63463335786169,95,4.56434819146784,2.19722457733622,1.55392520250384,1.9313207915828,4.51085950651685,1.09861228866811,1.4142135623731,0.512823626428664
"3612",3.73,"Boat","Entire home/apt",8,125,"$250","within an hour",0.93,9,9,10500,9.25922576970599,125,4.83628190695148,2.30258509299405,1.55392520250384,1.9313207915828,4.54329478227,2.19722457733622,2.82842712474619,0.657520002916794
"3613",3.73,"Apartment","Entire home/apt",4,135,"$270","within an hour",1,10,9,3240,8.08363720314155,135,4.91265488573605,2.30258509299405,1.55392520250384,1.9313207915828,4.58496747867057,1.6094379124341,2,0.693147180559945
"3614",3.73,"Apartment","Entire home/apt",2,100,"$100","within an hour",1,10,10,1000,6.90875477931522,100,4.61512051684126,2.39789527279837,1.55392520250384,1.9313207915828,4.54329478227,1.09861228866811,1.4142135623731,0.693147180559945
"3615",3.72,"House","Private room",2,55,"$55","within a day",0.88,10,9,4400,8.38958706681109,55,4.02535169073515,2.30258509299405,1.55180879959746,1.92873015219859,4.52178857704904,1.09861228866811,1.4142135623731,0.631271776841858
"3616",3.72,"Apartment","Private room",1,40,"$280","a few days or more",0.02,10,10,560,6.3297209055227,40,3.71357206670431,2.39789527279837,1.55180879959746,1.92873015219859,4.61512051684126,0.693147180559945,1,0.0198026272961797
"3617",3.72,"House","Entire home/apt",2,140,"$420","a few days or more",0.46,9,9,33600,10.4223111074132,140,4.94875989037817,2.30258509299405,1.55180879959746,1.92873015219859,4.48863636973214,1.09861228866811,1.4142135623731,0.378436435720245
"3618",3.72,"Apartment","Private room",2,43,"$138","within a few hours",1,10,10,8004,8.98782162543081,69,3.78418963391826,2.39789527279837,1.55180879959746,1.92873015219859,4.60517018598809,1.09861228866811,1.4142135623731,0.693147180559945
"3619",3.72,"Boat","Entire home/apt",4,145,"$435","within a day",0.87,8,10,870,6.7696419768525,145,4.98360662170834,2.39789527279837,1.55180879959746,1.92873015219859,4.61512051684126,1.6094379124341,2,0.625938430866495
"3620",3.72,"Apartment","Entire home/apt",2,120,"$240","within a few hours",1,9,8,5280,8.57187075270693,120,4.79579054559674,2.19722457733622,1.55180879959746,1.92873015219859,4.45434729625351,1.09861228866811,1.4142135623731,0.693147180559945
"3621",3.72,"Apartment","Entire home/apt",4,110,"$330","within a few hours",0.8,10,10,5940,8.68963274835574,110,4.70953020131233,2.39789527279837,1.55180879959746,1.92873015219859,4.57471097850338,1.6094379124341,2,0.587786664902119
"3622",3.72,"Apartment","Entire home/apt",2,100,"$200","within a day",0.5,10,10,400,5.99396142730657,100,4.61512051684126,2.39789527279837,1.55180879959746,1.92873015219859,4.61512051684126,1.09861228866811,1.4142135623731,0.405465108108164
"3623",3.72,"House","Entire home/apt",4,200,"$400","within an hour",1,10,9,4000,8.29429960885724,200,5.30330490805908,2.30258509299405,1.55180879959746,1.92873015219859,4.61512051684126,1.6094379124341,2,0.693147180559945
"3624",3.72,"Apartment","Entire home/apt",4,130,"$130","within an hour",1,5,6,2080,7.64060382639363,130,4.87519732320115,1.94591014905531,1.55180879959746,1.92873015219859,4.18965474202643,1.6094379124341,2,0.693147180559945
"3625",3.71,"Apartment","Entire home/apt",2,115,"$230","within a few hours",1,10,10,11040,9.30937089543914,115,4.75359019110636,2.39789527279837,1.54968790802833,1.92613602842582,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3626",3.71,"Apartment","Entire home/apt",4,240,"$720","within a few hours",1,10,10,2880,7.96589273508453,240,5.48479693349065,2.39789527279837,1.54968790802833,1.92613602842582,4.61512051684126,1.6094379124341,2,0.693147180559945
"3627",3.71,"Apartment","Entire home/apt",2,125,"$250","within a few hours",0.9,7,9,1000,6.90875477931522,125,4.83628190695148,2.30258509299405,1.54968790802833,1.92613602842582,4.39444915467244,1.09861228866811,1.4142135623731,0.641853886172395
"3628",3.71,"Apartment","Entire home/apt",6,149,"$149","within a few hours",0.89,9,9,5066,8.53050420547591,149,5.01063529409626,2.30258509299405,1.54968790802833,1.92613602842582,4.54329478227,1.94591014905531,2.44948974278318,0.636576829071551
"3629",3.71,"Apartment","Entire home/apt",2,100,"$100","within a few hours",1,8,8,800,6.68586094706836,100,4.61512051684126,2.19722457733622,1.54968790802833,1.92613602842582,4.45434729625351,1.09861228866811,1.4142135623731,0.693147180559945
"3630",3.71,"Apartment","Entire home/apt",3,130,"$260","within an hour",1,10,9,8840,9.0871552714058,130,4.87519732320115,2.30258509299405,1.54968790802833,1.92613602842582,4.59511985013459,1.38629436111989,1.73205080756888,0.693147180559945
"3631",3.71,"Apartment","Entire home/apt",3,119,"$833","within an hour",1,9,9,38318,10.5537011357109,119,4.78749174278205,2.30258509299405,1.54968790802833,1.92613602842582,4.56434819146784,1.38629436111989,1.73205080756888,0.693147180559945
"3632",3.71,"House","Entire home/apt",3,85,"$255","within a few hours",0.89,9,10,3060,8.02649693894541,85,4.45434729625351,2.39789527279837,1.54968790802833,1.92613602842582,4.58496747867057,1.38629436111989,1.73205080756888,0.636576829071551
"3633",3.71,"Apartment","Entire home/apt",2,150,"$510","within a few hours",1,10,9,18360,9.81798412892219,170,5.01727983681492,2.30258509299405,1.54968790802833,1.92613602842582,4.54329478227,1.09861228866811,1.4142135623731,0.693147180559945
"3634",3.71,"Apartment","Private room",2,59,"$118","within a few hours",1,10,8,944,6.85118492749374,59,4.0943445622221,2.19722457733622,1.54968790802833,1.92613602842582,4.54329478227,1.09861228866811,1.4142135623731,0.693147180559945
"3635",3.71,"Apartment","Entire home/apt",2,99,"$198","within a day",1,10,8,396,5.98393628068719,99,4.60517018598809,2.19722457733622,1.54968790802833,1.92613602842582,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3636",3.7,"House","Entire home/apt",4,85,"$170","within an hour",1,10,10,2380,7.77527584648686,85,4.45434729625351,2.39789527279837,1.54756250871601,1.92353840616713,4.55387689160054,1.6094379124341,2,0.693147180559945
"3637",3.7,"Apartment","Entire home/apt",3,75,"$150","within a few hours",1,8,9,8700,9.07119324056602,75,4.33073334028633,2.30258509299405,1.54756250871601,1.92353840616713,4.47733681447821,1.38629436111989,1.73205080756888,0.693147180559945
"3638",3.7,"House","Entire home/apt",2,245,"$490","within a day",0.5,9,9,17640,9.77798101729641,245,5.50533153593236,2.30258509299405,1.54756250871601,1.92353840616713,4.54329478227,1.09861228866811,1.4142135623731,0.405465108108164
"3639",3.7,"Boat","Entire home/apt",4,155,"$465","within a few hours",1,10,9,19530,9.87975822583689,155,5.04985600724954,2.30258509299405,1.54756250871601,1.92353840616713,4.46590811865458,1.6094379124341,2,0.693147180559945
"3640",3.7,"Bed & Breakfast","Private room",2,75,"$150","within a few hours",1,10,10,5400,8.59433940059289,75,4.33073334028633,2.39789527279837,1.54756250871601,1.92353840616713,4.60517018598809,1.09861228866811,1.4142135623731,0.693147180559945
"3641",3.7,"Apartment","Entire home/apt",3,100,"$200","within a few hours",0.83,10,8,4000,8.29429960885724,100,4.61512051684126,2.19722457733622,1.54756250871601,1.92353840616713,4.59511985013459,1.38629436111989,1.73205080756888,0.60431596685333
"3642",3.7,"Apartment","Entire home/apt",2,110,"$1,540","within a few hours",1,10,9,46200,10.7407567218572,110,4.70953020131233,2.30258509299405,1.54756250871601,1.92353840616713,4.57471097850338,1.09861228866811,1.4142135623731,0.693147180559945
"3643",3.7,"Apartment","Entire home/apt",3,115,"$230","within a day",0.88,10,9,920,6.82546003625531,115,4.75359019110636,2.30258509299405,1.54756250871601,1.92353840616713,4.61512051684126,1.38629436111989,1.73205080756888,0.631271776841858
"3644",3.7,"Apartment","Shared room",2,100,"$100","within a day",0.62,7,8,1200,7.09090982207998,100,4.61512051684126,2.19722457733622,1.54756250871601,1.92353840616713,4.35670882668959,1.09861228866811,1.4142135623731,0.482426149244293
"3645",3.7,"Apartment","Entire home/apt",2,109,"$545","within a few hours",0.89,10,10,11990,9.39191164737943,109,4.70048036579242,2.39789527279837,1.54756250871601,1.92353840616713,4.59511985013459,1.09861228866811,1.4142135623731,0.636576829071551
"3646",3.7,"Apartment","Entire home/apt",4,150,"$150","within an hour",1,10,8,600,6.39859493453521,150,5.01727983681492,2.19722457733622,1.54756250871601,1.92353840616713,4.51085950651685,1.6094379124341,2,0.693147180559945
"3647",3.7,"Apartment","Entire home/apt",3,125,"$250","within a day",1,10,8,1500,7.31388683163346,125,4.83628190695148,2.19722457733622,1.54756250871601,1.92353840616713,4.47733681447821,1.38629436111989,1.73205080756888,0.693147180559945
"3648",3.7,"House","Entire home/apt",5,175,"$1,050","within a day",0.7,8,8,2100,7.650168700845,175,5.17048399503815,2.19722457733622,1.54756250871601,1.92353840616713,4.39444915467244,1.79175946922805,2.23606797749979,0.53062825106217
"3649",3.7,"Apartment","Entire home/apt",4,210,"$840","within a few hours",0.81,10,9,10080,9.21840774305394,210,5.35185813347607,2.30258509299405,1.54756250871601,1.92353840616713,4.61512051684126,1.6094379124341,2,0.593326845277734
"3650",3.7,"Apartment","Entire home/apt",2,120,"$240","within an hour",1,10,9,2400,7.78364059622125,120,4.79579054559674,2.30258509299405,1.54756250871601,1.92353840616713,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3651",3.7,"Apartment","Entire home/apt",2,95,"$95","within an hour",1,10,10,380,5.9427993751267,95,4.56434819146784,2.39789527279837,1.54756250871601,1.92353840616713,4.61512051684126,1.09861228866811,1.4142135623731,0.693147180559945
"3652",3.69,"Apartment","Entire home/apt",2,110,"$220","within a few hours",0.71,10,9,2200,7.69666708152646,110,4.70953020131233,2.30258509299405,1.54543258245819,1.92093727122985,4.48863636973214,1.09861228866811,1.4142135623731,0.536493370514568
"3653",3.69,"Apartment","Entire home/apt",4,95,"$190","within a day",0.96,7,8,5700,8.64839687703158,95,4.56434819146784,2.19722457733622,1.54543258245819,1.92093727122985,4.45434729625351,1.6094379124341,2,0.672944473242426
"3654",3.69,"Apartment","Entire home/apt",2,105,"$315","within a few hours",1,10,10,4410,8.39185670010494,105,4.66343909411207,2.39789527279837,1.54543258245819,1.92093727122985,4.58496747867057,1.09861228866811,1.4142135623731,0.693147180559945
"3655",3.69,"Apartment","Entire home/apt",2,100,"$100","within a few hours",0.79,9,9,4000,8.29429960885724,100,4.61512051684126,2.30258509299405,1.54543258245819,1.92093727122985,4.53259949315326,1.09861228866811,1.4142135623731,0.582215619852664
"3656",3.69,"Apartment","Entire home/apt",2,200,"$1,200","within an hour",1,10,9,14400,9.57505292759738,200,5.30330490805908,2.30258509299405,1.54543258245819,1.92093727122985,4.54329478227,1.09861228866811,1.4142135623731,0.693147180559945
"3657",3.69,"Apartment","Entire home/apt",2,112,"$224","within an hour",0.8,9,8,6272,8.74400998809674,112,4.72738781871234,2.19722457733622,1.54543258245819,1.92093727122985,4.49980967033027,1.09861228866811,1.4142135623731,0.587786664902119
"3658",3.69,"Apartment","Entire home/apt",4,165,"$330","within a few hours",1,10,9,9900,9.20039104112251,165,5.11198778835654,2.30258509299405,1.54543258245819,1.92093727122985,4.58496747867057,1.6094379124341,2,0.693147180559945
"3659",3.69,"House","Private room",4,59,"$118","within an hour",1,10,9,11564,9.35573857466554,59,4.0943445622221,2.30258509299405,1.54543258245819,1.92093727122985,4.54329478227,1.6094379124341,2,0.693147180559945
