host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type, price ,guests_included,extra_people,minimum_nights,customers @ 50% review rate," Daily Rev per 2 guests, unless limited to 1 ", Min Nights , Total Rev ,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
10050589,Veronica,2013,11/16,11/16/13,3.66,3316986,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 GT,Netherlands,52.37285385,4.890115374,Bed & Breakfast,Entire home/apt,4,1,1,2,Real Bed, $125 ,4,0,1,112, $125 , $125 ," $14,000 ",within an hour,0.94,56,81,8,9,9,9,9,8
10051271,Katharina,2013,11/16,11/16/13,3.66,1963769,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 BB,Netherlands,52.36472956,4.877099164,Apartment,Entire home/apt,2,1,1,1,Real Bed, $150 ,1,0,2,24, $150 , $300 ," $7,200 ",N/A,N/A,12,93,9,9,9,9,10,9
10056500,AvishaiKajtalisa,2013,11/16,11/16/13,3.66,2006191,Bijlmer-Oost,Amsterdam-Zuidoost,Amsterdam,North Holland,North Holland,1103,Netherlands,52.32855843,4.981090033,House,Private room,2,1.5,1,1,Real Bed, $85 ,2,0,1,8, $85 , $85 , $680 ,within an hour,0.93,4,100,10,9,10,10,9,10
10057725,Tony,2013,11/16,11/16/13,3.66,3670782,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1087 EN,Netherlands,52.35791676,4.995426319,Apartment,Entire home/apt,4,1,2,2,Real Bed, $150 ,4,40,2,46, $150 , $300 ," $13,800 ",within an hour,1,23,91,10,9,9,9,9,9
10064959,Charles,2013,11/17,11/17/13,3.65,1945837,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052 SH,Netherlands,52.37350215,4.875132075,House,Entire home/apt,4,1,2,4,Real Bed, $140 ,1,25,2,6, $165 , $330 ," $1,980 ",within an hour,1,3,93,9,9,10,9,10,10
10064959,Charles,2013,11/17,11/17/13,3.65,2603919,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075 XK,Netherlands,52.35483181,4.854504206,Apartment,Private room,2,1,1,2,Real Bed, $75 ,1,0,2,20, $75 , $150 ," $3,000 ",within an hour,1,10,86,9,8,9,9,9,9
10064959,Charles,2013,11/17,11/17/13,3.65,2245168,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075 XK,Netherlands,52.355692,4.853903998,Bed & Breakfast,Private room,2,1,1,2,Real Bed, $75 ,1,0,2,10, $75 , $150 ," $1,500 ",within an hour,1,5,90,10,9,10,10,10,10
10065305,Jeanine,2013,11/17,11/17/13,3.65,1962380,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 ZA,Netherlands,52.36218812,4.909564401,Apartment,Entire home/apt,2,1,1,1,Real Bed, $145 ,1,0,3,6, $145 , $435 ," $2,610 ",within a few hours,0.91,3,93,10,9,9,9,9,9
10074958,Charles,2013,11/17,11/17/13,3.65,1948254,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 LA,Netherlands,52.38565962,4.870831775,Apartment,Entire home/apt,2,1,1,1,Real Bed, $89 ,2,29,3,0, $89 , $267 , $-   ,N/A,N/A,0,,,,,,,
10077300,Gijs,2013,11/17,11/17/13,3.65,1948701,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 TA,Netherlands,52.36462588,4.941356357,Apartment,Entire home/apt,3,1,1,3,Real Bed, $70 ,3,25,3,8, $70 , $210 ," $1,680 ",within a day,1,4,95,10,10,10,10,9,10
10080903,Sam,2013,11/17,11/17/13,3.65,2069290,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37158431,4.882641381,Apartment,Private room,2,1,1,1,Real Bed, $65 ,1,10,2,60, $75 , $150 ," $9,000 ",within an hour,1,30,90,9,10,9,9,10,9
10095764,Raoul,2013,11/18,11/18/13,3.65,1952698,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1058 KN,Netherlands,52.35402267,4.8492011,Apartment,Entire home/apt,4,1,1,2,Pull-out Sofa, $110 ,1,35,1,26, $145 , $145 ," $3,770 ",within an hour,1,13,90,10,9,9,10,9,9
10096008,Abed,2013,11/18,11/18/13,3.65,1952790,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057 BZ,Netherlands,52.37226788,4.846097251,Apartment,Entire home/apt,3,1,1,2,Real Bed, $130 ,2,30,1,44, $130 , $130 ," $5,720 ",a few days or more,0.09,22,89,9,8,10,10,9,9
10100106,Filemon,2013,11/18,11/18/13,3.65,2030833,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051,Netherlands,52.38522101,4.870846461,Apartment,Entire home/apt,2,1,1,1,Real Bed, $99 ,2,28,3,68, $99 , $297 ," $20,196 ",within a day,1,34,96,10,9,10,10,9,9
10105784,Hatice,2013,11/18,11/18/13,3.65,1955126,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 GC,Netherlands,52.36168549,4.911163669,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,1,0,1,4, $120 , $120 , $480 ,within a day,0.88,2,90,10,9,9,10,8,9
10106896,Mirella,2013,11/18,11/18/13,3.65,3019862,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057 JZ,Netherlands,52.37034135,4.855783249,Apartment,Entire home/apt,4,1,1,2,Real Bed, $115 ,1,0,2,60, $115 , $230 ," $13,800 ",within an hour,1,30,95,10,10,10,10,9,9
10122091,Coen,2013,11/19,11/19/13,3.65,2084758,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 GX,Netherlands,52.35032538,4.888860175,Apartment,Entire home/apt,2,1,1,1,Real Bed, $99 ,1,0,3,2, $99 , $297 , $594 ,within a day,0.8,1,100,10,10,8,10,10,10
10122423,Mm,2013,11/19,11/19/13,3.65,1958574,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1021 LR,Netherlands,52.383912,4.911340275,Apartment,Entire home/apt,1,1,0,1,Real Bed, $70 ,1,0,2,22, $70 , $140 ," $3,080 ",within a day,1,11,91,9,10,9,10,9,9
10124107,Alfred,2013,11/19,11/19/13,3.65,1959016,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 AC,Netherlands,52.38007537,4.902416978,Apartment,Entire home/apt,2,1,1,2,Real Bed, $90 ,2,25,3,112, $90 , $270 ," $30,240 ",within an hour,1,56,98,10,10,10,10,10,10
10131510,Niels & Coco,2013,11/19,11/19/13,3.65,1960678,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 DM,Netherlands,52.3735613,4.897812603,Apartment,Entire home/apt,4,1,0,2,Real Bed, $130 ,2,20,2,36, $130 , $260 ," $9,360 ",a few days or more,0.43,18,96,10,10,10,10,10,9
10142634,Suzan,2013,11/20,11/20/13,3.65,1967979,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 BB,Netherlands,52.36273543,4.87447294,Apartment,Entire home/apt,2,1,1,1,Real Bed, $110 ,1,0,3,28, $110 , $330 ," $9,240 ",within a day,0.88,14,98,10,10,10,10,10,10
10146997,N.M.,2013,11/20,11/20/13,3.65,3295680,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.37863061,4.851746284,Apartment,Entire home/apt,3,1,1,1,Real Bed, $65 ,1,20,1,6, $85 , $85 , $510 ,N/A,N/A,3,93,9,9,9,8,8,8
10153168,Erik,2013,11/20,11/20/13,3.65,3816292,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36125998,4.902654376,Apartment,Entire home/apt,3,1,1,2,Real Bed, $107 ,1,0,2,12, $107 , $214 ," $2,568 ",within a day,0.8,6,95,9,9,10,9,10,10
10153203,Jeroen,2013,11/20,11/20/13,3.65,1965587,De Baarsjes - Oud-West,Amsterdam,Amsterdam,NH,North Holland,,Netherlands,52.36169255,4.862348358,Apartment,Entire home/apt,2,1,1,1,Real Bed, $109 ,2,0,1,24, $109 , $109 ," $2,616 ",within a few hours,0.95,12,90,10,9,10,10,10,9
10154967,Rouming,2013,11/20,11/20/13,3.65,4502661,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36755872,4.850349517,Apartment,Entire home/apt,2,1,1,1,Real Bed, $89 ,1,0,2,4, $89 , $178 , $712 ,within a day,1,2,80,10,8,10,10,10,10
10155173,Hanna,2013,11/20,11/20/13,3.65,1966083,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 AT,Netherlands,52.36858291,4.86781142,Apartment,Entire home/apt,2,1,1,1,Real Bed, $75 ,1,0,4,10, $75 , $300 ," $3,000 ",within a few hours,0.91,5,100,10,10,10,10,9,9
10156487,Ralf,2013,11/20,11/20/13,3.65,1966319,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 hp,Netherlands,52.37634161,4.89389914,Apartment,Entire home/apt,6,1,1,3,Real Bed, $250 ,2,125,1,0, $250 , $250 , $-   ,within a few hours,0.63,0,,,,,,,
10163569,A,2013,11/21,11/21/13,3.64,4863788,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017,Netherlands,52.36092483,4.901640466,House,Entire home/apt,6,2,4,4,Real Bed, $300 ,1,0,14,0, $300 ," $4,200 ", $-   ,within a few hours,1,0,,,,,,,
10164818,Ingrid,2013,11/21,11/21/13,3.64,1967909,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35485506,4.905315475,Apartment,Entire home/apt,2,1,1,1,Real Bed, $70 ,2,20,3,6, $70 , $210 ," $1,260 ",N/A,N/A,3,93,9,9,9,10,10,7
10167793,Noelle,2013,11/21,11/21/13,3.64,2359005,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 XE,Netherlands,52.36756129,4.872405126,Apartment,Entire home/apt,2,1,1,1,Real Bed, $90 ,1,0,2,24, $90 , $180 ," $4,320 ",within a few hours,1,12,90,10,9,10,10,9,9
10170045,Annick,2013,11/21,11/21/13,3.64,1969351,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.36715334,4.878817726,Apartment,Entire home/apt,4,1,1,2,Real Bed, $150 ,2,15,1,42, $150 , $150 ," $6,300 ",within a few hours,0.94,21,94,9,9,10,10,9,9
10170774,Igor,2013,11/21,11/21/13,3.64,3284802,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 RD,Netherlands,52.37873703,4.929379896,Bed & Breakfast,Private room,2,1.5,1,2,Real Bed, $60 ,1,15,2,16, $75 , $150 ," $2,400 ",within an hour,1,8,88,10,9,9,9,9,9
10175899,Martine,2013,11/21,11/21/13,3.64,1970736,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 AZ,Netherlands,52.34640005,4.89275209,Apartment,Entire home/apt,4,1,2,4,Real Bed, $189 ,2,30,1,12, $189 , $189 ," $2,268 ",within a day,0.74,6,100,10,9,10,10,10,9
10175899,Martine,2013,11/21,11/21/13,3.64,1982664,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1078 AA,Netherlands,52.35074411,4.885324252,Apartment,Entire home/apt,4,,,,Real Bed, $189 ,2,30,1,0, $189 , $189 , $-   ,within a day,0.74,0,,,,,,,
10188345,Laura,2013,11/22,11/22/13,3.64,1973247,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 SP,Netherlands,52.37802073,4.854917897,Apartment,Entire home/apt,3,1,2,2,Real Bed, $89 ,1,15,1,16, $104 , $104 ," $1,664 ",within a day,0.7,8,100,10,9,10,10,9,10
10188345,Laura,2013,11/22,11/22/13,3.64,2002486,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.37780795,4.855338619,House,Private room,1,1,1,1,Real Bed, $50 ,1,0,1,12, $50 , $50 , $600 ,within a day,0.7,6,90,9,9,10,10,9,8
10189151,Marike,2013,11/22,11/22/13,3.64,4785204,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1054 XT,Netherlands,52.3620319,4.868086436,Apartment,Entire home/apt,4,1,3,3,Real Bed, $195 ,1,0,4,2, $195 , $780 ," $1,560 ",within a few hours,1,1,100,10,10,10,10,10,10
10199127,Pieter,2013,11/22,11/22/13,3.64,3910728,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1058 DN,Netherlands,52.36159456,4.850556497,Apartment,Entire home/apt,2,1,1,1,Real Bed, $125 ,1,0,3,28, $125 , $375 ," $10,500 ",within a few hours,1,14,97,10,9,10,10,9,9
10204384,Niels,2013,11/23,11/23/13,3.64,5545921,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1079 DR,Netherlands,52.34372288,4.901069234,Apartment,Entire home/apt,2,1,1,1,Real Bed, $119 ,2,0,1,0, $119 , $119 , $-   ,within a few hours,1,0,,,,,,,
10210708,Chiel,2013,11/23,11/23/13,3.64,3786429,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1058 EM,Netherlands,52.3624018,4.84437295,Apartment,Entire home/apt,2,1,1,1,Real Bed, $89 ,2,15,3,8, $89 , $267 ," $2,136 ",within a day,0.82,4,100,10,10,10,10,9,10
10222826,Bas,2013,11/24,11/24/13,3.63,4914131,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074CB,Netherlands,52.35629227,4.900343101,Apartment,Private room,2,1,1,1,Real Bed, $60 ,0,0,2,2, $60 , $120 , $240 ,within an hour,0.98,1,80,10,8,10,10,10,8
10222826,Bas,2013,11/24,11/24/13,3.63,4992684,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074CB,Netherlands,52.35646065,4.900364429,Apartment,Private room,2,1,1,1,Real Bed, $80 ,0,0,1,0, $80 , $80 , $-   ,within an hour,0.98,0,,,,,,,
10222826,Bas,2013,11/24,11/24/13,3.63,5496649,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074,Netherlands,52.35793921,4.902169023,House,Private room,2,2,1,1,Real Bed, $85 ,1,0,1,4, $85 , $85 , $340 ,within an hour,0.98,2,100,9,10,10,10,9,7
10225800,Lambertus,2013,11/24,11/24/13,3.63,4900099,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1051,Netherlands,52.37818775,4.869648458,Loft,Entire home/apt,6,2,4,4,Real Bed, $395 ,4,25,5,0, $395 ," $1,975 ", $-   ,within a day,1,0,,,,,,,
10226170,Bas,2013,11/24,11/24/13,3.63,2011601,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35388944,4.908557929,Apartment,Entire home/apt,2,1,1,1,Real Bed, $110 ,1,0,3,16, $110 , $330 ," $5,280 ",within an hour,1,8,95,9,10,10,10,10,9
10232409,Sarah,2013,11/24,11/24/13,3.63,4154681,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093TR,Netherlands,52.36257931,4.923440633,Apartment,Entire home/apt,2,1,1,1,Real Bed, $89 ,1,0,2,0, $89 , $178 , $-   ,N/A,N/A,0,,,,,,,
10233949,Liv,2013,11/24,11/24/13,3.63,4182283,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.39435474,4.882951819,Boat,Entire home/apt,16,2,7,16,Real Bed, $490 ,1,0,3,6, $490 ," $1,470 "," $8,820 ",within an hour,1,3,80,9,9,8,10,7,7
10246849,Wes,2013,11/25,11/25/13,3.63,1986311,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 SE,Netherlands,52.36317261,4.861099612,Apartment,Entire home/apt,4,2,2,2,Real Bed, $195 ,2,25,4,30, $195 , $780 ," $23,400 ",within a few hours,1,15,100,10,10,10,10,10,10
10248962,Selina,2013,11/25,11/25/13,3.63,2166977,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 LT,Netherlands,52.3479793,4.89042085,Apartment,Entire home/apt,2,1,1,1,Real Bed, $100 ,1,0,2,50, $100 , $200 ," $10,000 ",within a day,0.7,25,89,9,9,10,10,9,9
10252558,Laura,2013,11/25,11/25/13,3.63,2116479,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1051 JV,Netherlands,52.38067539,4.869474297,Apartment,Entire home/apt,4,1,1,1,Real Bed, $80 ,3,15,2,52, $80 , $160 ," $8,320 ",within a few hours,0.89,26,85,9,9,9,9,8,8
10253570,Thijs,2013,11/25,11/25/13,3.63,2644354,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 RW,Netherlands,52.36689084,4.868483655,Other,Private room,2,1,1,1,Real Bed, $40 ,1,10,2,44, $50 , $100 ," $4,400 ",within a day,0.71,22,86,9,9,10,10,9,8
10255589,Suzanne,2013,11/25,11/25/13,3.63,1988718,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.36075365,4.901529418,Apartment,Entire home/apt,2,1,1,1,Real Bed, $75 ,1,0,2,130, $75 , $150 ," $19,500 ",within a few hours,1,65,79,8,8,9,9,9,8
10256375,Paul,2013,11/25,11/25/13,3.63,4853000,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1018 PX,Netherlands,52.37008089,4.930601501,Apartment,Entire home/apt,2,1,1,1,Real Bed, $85 ,1,0,2,2, $85 , $170 , $340 ,within a day,0.88,1,100,8,6,10,10,10,10
10270816,AndrÌ©,2013,11/26,11/26/13,3.63,1992088,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36693263,4.874470468,Apartment,Entire home/apt,2,1,1,2,Real Bed, $90 ,1,0,3,32, $90 , $270 ," $8,640 ",within a few hours,1,16,94,7,10,10,10,10,10
10280207,Marijn,2013,11/26,11/26/13,3.63,4259993,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1032 HG,Netherlands,52.39464879,4.91268086,House,Entire home/apt,3,1,2,2,Real Bed, $70 ,0,0,7,4, $70 , $490 ," $1,960 ",N/A,N/A,2,90,9,8,9,10,8,10
10288515,Kelly,2013,11/27,11/27/13,3.63,2061449,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056 EZ,Netherlands,52.37329034,4.859442287,Apartment,Entire home/apt,2,1,1,1,Real Bed, $85 ,1,0,1,0, $85 , $85 , $-   ,within a day,1,0,,,,,,,
10291138,Lot,2013,11/27,11/27/13,3.63,1997096,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36010243,4.85952659,Apartment,Private room,2,1,1,1,Real Bed, $90 ,1,0,2,34, $90 , $180 ," $6,120 ",within an hour,1,17,89,9,9,9,9,8,8
10295098,Machiel,2013,11/27,11/27/13,3.63,3796991,Osdorp,Amsterdam,Amsterdam,North Holland,North Holland,1069,Netherlands,52.35070536,4.799909016,Apartment,Entire home/apt,4,1,2,2,Real Bed, $150 ,1,0,1,2, $150 , $150 , $300 ,within a day,0.83,1,,,,,,,
10295098,Machiel,2013,11/27,11/27/13,3.63,4626573,Osdorp,Amsterdam,Amsterdam,Noord-Holland,North Holland,1069,Netherlands,52.3501045,4.801066452,Apartment,Entire home/apt,4,1,2,2,Real Bed, $150 ,1,0,1,2, $150 , $150 , $300 ,within a day,0.83,1,80,6,4,10,10,10,6
10298106,Marit,2013,11/27,11/27/13,3.63,4804468,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,NH,North Holland,1073vd,Netherlands,52.35535879,4.903245384,Apartment,Private room,2,1,1,1,Real Bed, $89 ,1,0,2,16, $89 , $178 ," $2,848 ",within a day,0.63,8,91,9,7,8,9,9,8
10299327,Martineke,2013,11/27,11/27/13,3.63,3966927,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072AT,Netherlands,52.35367097,4.887212146,Apartment,Entire home/apt,2,1,1,1,Real Bed, $99 ,1,0,2,26, $99 , $198 ," $5,148 ",within a day,1,13,88,9,9,10,10,9,9
10303130,Eva,2013,11/27,11/27/13,3.63,5473064,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1075 SB,Netherlands,52.349726,4.853485998,Apartment,Entire home/apt,3,1,1,1,Real Bed, $84 ,2,10,3,0, $84 , $252 , $-   ,within an hour,1,0,,,,,,,
10307734,Arpine,2013,11/28,11/28/13,3.62,2015195,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 GS,Netherlands,52.37544292,4.899369779,Apartment,Entire home/apt,2,1,0,1,Real Bed, $215 ,1,0,1,2, $215 , $215 , $430 ,within a day,0.9,1,63,8,6,2,4,10,6
10308497,Floor,2013,11/28,11/28/13,3.62,3138594,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36807432,4.872313644,Apartment,Entire home/apt,4,1,2,2,Real Bed, $145 ,2,35,3,10, $145 , $435 ," $4,350 ",within an hour,1,5,92,10,10,10,10,9,8
10309261,Eveline & Vincent,2013,11/28,11/28/13,3.62,5026429,Bos en Lommer,Amsterdam,Amsterdam,Noord-Holland,North Holland,1055 KD,Netherlands,52.38200852,4.850045678,Apartment,Entire home/apt,2,1,1,1,Real Bed, $70 ,1,0,3,2, $70 , $210 , $420 ,within an hour,0.8,1,100,10,8,10,10,8,10
10312977,Fernando Jose,2013,11/28,11/28/13,3.62,2002728,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,,Netherlands,52.36168913,4.912765227,Apartment,Entire home/apt,6,2,3,6,Real Bed, $179 ,1,0,6,0, $179 ," $1,074 ", $-   ,within a day,0.92,0,,,,,,,
10316621,Yulia,2013,11/28,11/28/13,3.62,2715531,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1071AN,Netherlands,52.35907944,4.878428207,Apartment,Entire home/apt,2,1.5,3,2,Real Bed, $55 ,1,0,2,4, $55 , $110 , $440 ,within an hour,0.85,2,90,7,9,9,10,10,9
10319898,Heleen,2013,11/28,11/28/13,3.62,2004406,Centrum-West,Amsterdam,Amsterdam,NH,North Holland,1012 TB,Netherlands,52.37641316,4.893273581,Apartment,Entire home/apt,2,1,1,1,Real Bed, $115 ,2,35,2,28, $115 , $230 ," $6,440 ",within a day,0.96,14,93,9,9,10,10,10,9
10321036,Isabelle & Sjoerd Amazing Apartment,2013,11/28,11/28/13,3.62,2024185,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 HG,Netherlands,52.34574668,4.896424934,Apartment,Entire home/apt,2,1,1,1,Real Bed, $120 ,2,25,3,0, $120 , $360 , $-   ,within a day,0.88,0,,,,,,,
10321463,Michael,2013,11/28,11/28/13,3.62,2851914,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 AT,Netherlands,52.39324549,4.880574138,Apartment,Entire home/apt,2,1,0,2,Real Bed, $60 ,1,20,1,20, $80 , $80 ," $1,600 ",N/A,N/A,10,86,8,9,10,9,9,8
10325532,Sumita,2013,11/29,11/29/13,3.62,2005645,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1017 GB,Netherlands,52.37833803,4.892116069,Other,Entire home/apt,2,1,0,1,Real Bed, $90 ,1,0,1,290, $90 , $90 ," $26,100 ",within an hour,1,145,95,9,10,10,10,10,9
10328619,Arie,2013,11/29,11/29/13,3.62,5384973,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1051,Netherlands,52.38136022,4.87221574,Apartment,Private room,2,1,1,1,Real Bed, $52 ,1,0,1,0, $52 , $52 , $-   ,a few days or more,0.33,0,,,,,,,
10328790,Lilian,2013,11/29,11/29/13,3.62,3693117,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,,Netherlands,52.35524596,4.903898729,Apartment,Entire home/apt,2,1,1,1,Real Bed, $75 ,1,0,1,64, $75 , $75 ," $4,800 ",within an hour,0.93,32,88,9,8,9,9,10,9
10328790,Lilian,2013,11/29,11/29/13,3.62,2006763,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35144065,4.908505269,Apartment,Private room,2,1,1,1,Real Bed, $70 ,1,0,1,216, $70 , $70 ," $15,120 ",within an hour,0.93,108,88,9,9,9,9,9,9
10341500,Marrit,2013,11/30,11/30/13,3.62,2009458,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075,Netherlands,52.34876456,4.854885551,Apartment,Entire home/apt,3,1,1,1,Real Bed, $80 ,2,30,1,2, $80 , $80 , $160 ,within an hour,0.9,1,,,,,,,
10341778,Floris & Fleur,2013,11/30,11/30/13,3.62,2009504,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 RR,Netherlands,52.37744592,4.878671795,Apartment,Entire home/apt,2,1,1,1,Real Bed, $150 ,1,0,2,16, $150 , $300 ," $4,800 ",within an hour,1,8,85,9,10,10,10,10,9
10344430,Daan,2013,11/30,11/30/13,3.62,2010118,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 LX,Netherlands,52.3579839,4.857241464,Apartment,Private room,1,1,1,1,Real Bed, $75 ,0,0,3,28, $75 , $225 ," $6,300 ",a few days or more,0.47,14,89,9,8,9,10,9,9
10344723,Marc,2013,11/30,11/30/13,3.62,2010196,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1031,Netherlands,52.38801391,4.899666063,Apartment,Entire home/apt,3,1.5,2,3,Real Bed, $195 ,2,35,3,4, $195 , $585 ," $2,340 ",within a day,0.8,2,99,10,10,10,10,10,9
10355326,Sushy,2013,12/1,12/1/13,3.62,2012781,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34324322,4.913081165,Apartment,Entire home/apt,3,1,2,2,Real Bed, $125 ,3,0,2,0, $125 , $250 , $-   ,within a few hours,1,0,,,,,,,
10356267,Jelle,2013,12/1,12/1/13,3.62,2013008,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 AN,Netherlands,52.36687297,4.943263183,Apartment,Entire home/apt,5,1,2,2,Real Bed, $99 ,2,15,2,16, $99 , $198 ," $3,168 ",within a day,1,8,94,9,9,10,10,8,9
10357130,Lise (+ Jelle),2013,12/1,12/1/13,3.62,3159652,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37273815,4.884930934,Apartment,Entire home/apt,2,1,1,1,Real Bed, $148 ,1,0,5,4, $148 , $740 ," $2,960 ",within an hour,1,2,100,10,10,10,10,10,10
10357130,Lise (+ Jelle),2013,12/1,12/1/13,3.62,5801370,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1016,Netherlands,52.37276269,4.88459966,Other,Private room,2,1,1,1,Real Bed, $75 ,1,0,1,0, $75 , $75 , $-   ,within an hour,1,0,,,,,,,
10357130,Lise (+ Jelle),2013,12/1,12/1/13,3.62,4820483,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1016,Netherlands,52.37313794,4.882858695,Other,Private room,2,1,1,1,Real Bed, $95 ,2,0,2,6, $95 , $190 ," $1,140 ",within an hour,1,3,100,10,10,10,10,10,10
